Sex,Marital status,Age,Education,Income,Occupation,Settlement size
0,0,31,0,145670,1,1
1,1,30,1,122420,1,0
0,0,23,0,117804,1,1
0,1,44,2,160650,2,1
0,0,28,0,122359,1,2
1,1,24,1,150372,1,1
0,1,25,1,149851,1,2
0,0,37,1,115426,0,0
0,0,32,0,145933,1,1
0,0,38,1,151312,2,1
0,0,28,0,141847,1,1
0,0,46,1,130675,1,2
0,0,49,1,121466,1,2
0,0,26,0,153586,2,2
0,0,61,2,129556,1,2
1,1,36,1,135383,1,1
0,0,27,0,118499,1,1
1,1,22,1,119684,1,2
0,0,42,1,126586,1,1
1,1,40,2,136812,1,2
0,0,36,1,118277,1,1
0,0,33,1,144597,1,1
0,1,34,1,112458,1,0
0,0,39,1,112347,1,2
0,0,26,0,111509,1,2
0,0,27,0,139868,1,2
0,1,30,1,134467,2,2
1,1,19,1,111187,0,0
0,0,39,1,152302,2,1
0,0,31,0,137827,2,2
0,1,46,2,122299,1,0
0,1,46,2,120499,1,0
1,1,43,2,126449,0,0
0,1,28,1,112515,1,1
0,0,43,1,131133,1,0
0,0,43,1,115393,1,1
0,1,28,1,139414,1,2
1,1,20,1,110931,1,1
0,0,42,1,145508,2,0
0,0,35,1,144004,1,2
1,1,33,1,112422,1,1
1,1,20,1,154134,1,2
0,0,30,0,112401,1,1
0,0,34,1,145896,2,2
1,1,25,1,122552,1,2
0,1,21,1,115494,1,2
0,0,46,1,148226,1,2
0,0,74,2,122133,0,0
0,0,36,1,136689,2,2
1,1,37,1,149465,1,1
0,0,39,1,139198,2,1
0,0,29,0,117372,1,2
1,1,34,1,111900,1,1
0,0,35,1,121650,1,0
0,0,34,1,113609,1,1
0,0,35,1,143552,2,2
0,0,31,0,130973,1,2
1,1,29,1,145946,2,2
0,0,36,1,126206,1,1
0,0,35,1,120426,1,0
0,0,32,0,129630,1,2
0,0,37,1,124268,1,2
1,1,34,1,162180,2,0
0,0,63,2,138327,1,1
0,0,32,0,155012,1,1
1,1,26,1,114369,1,1
0,1,22,1,132796,1,0
0,0,36,1,130603,2,2
1,1,26,1,117729,1,2
0,0,24,0,130808,1,0
0,0,25,0,147402,1,2
1,1,30,1,140741,1,0
0,0,44,1,133265,1,2
0,0,47,1,148100,2,2
0,0,52,1,131021,1,2
1,1,62,2,152620,1,2
0,0,26,0,114514,1,1
1,1,27,1,114007,1,0
0,1,28,1,129600,1,0
1,1,27,1,118613,1,1
0,0,42,1,146237,1,1
0,1,49,2,144461,1,2
0,0,38,1,124487,1,0
0,0,36,1,156374,1,2
0,0,32,0,160513,2,2
0,0,26,0,124536,1,2
0,0,54,1,124725,1,0
1,1,23,1,153861,1,1
0,0,43,1,119351,1,2
0,0,44,1,147967,1,2
1,1,24,1,116863,1,1
1,1,23,1,132426,1,1
1,1,31,1,120030,1,0
0,0,32,0,116348,1,0
1,1,28,1,137188,1,1
0,1,33,1,129651,1,1
1,1,37,1,140285,1,1
1,1,45,2,120262,0,0
0,0,60,2,127371,1,0
0,0,31,0,145689,1,0
1,1,37,1,116021,1,2
0,1,34,1,157376,1,0
0,0,27,0,123191,1,2
1,1,28,1,133799,1,2
1,1,29,1,138256,1,2
0,0,27,0,115638,1,0
0,0,49,1,127543,1,1
1,1,29,1,114784,1,0
1,1,23,1,122850,1,0
0,0,34,1,152371,1,1
0,0,41,1,139905,1,0
1,1,31,1,156700,1,1
0,0,38,1,147472,1,0
1,1,24,1,113004,1,1
1,1,27,1,125760,1,0
1,1,33,1,111918,1,2
0,1,27,1,120674,1,1
1,1,52,2,159052,2,1
0,0,36,1,115589,1,0
0,0,60,2,129425,1,1
1,1,42,2,128462,1,2
1,1,36,1,121403,0,0
0,0,40,1,134946,2,2
0,0,31,0,111369,1,0
0,0,32,0,122612,1,2
1,1,45,2,134350,1,0
1,1,28,1,151580,2,2
1,1,23,1,115681,1,1
0,0,22,0,131699,1,1
1,1,50,2,155122,1,2
1,1,48,2,118788,0,0
1,1,29,1,162955,1,2
1,1,22,1,119511,1,2
0,0,37,1,124805,1,0
1,1,21,1,139379,1,0
0,0,27,0,125598,1,1
0,1,38,1,130951,1,2
0,0,65,2,136812,1,1
0,0,41,1,131020,1,2
0,0,29,0,119429,1,1
0,0,36,1,154521,1,1
0,0,64,2,117842,0,0
1,1,28,1,124566,1,2
1,1,28,1,129640,1,2
0,0,26,0,122693,1,0
0,1,32,1,136638,2,1
0,0,27,0,158147,1,2
0,1,32,1,132587,1,2
1,1,26,1,128140,1,2
0,0,38,1,117405,1,1
0,0,45,1,118006,1,1
0,0,22,0,115691,1,2
1,1,28,1,138952,1,1
0,0,41,1,162772,1,2
0,1,23,1,111862,1,1
0,0,50,1,121400,1,1
0,0,35,1,137000,2,2
1,1,27,1,123279,1,1
0,0,43,1,140795,1,0
0,0,47,1,144456,1,0
0,0,31,0,153353,1,1
0,1,24,1,129177,1,2
0,0,41,1,114475,0,1
1,1,26,1,161323,2,1
0,0,33,1,135765,1,2
0,1,24,1,158421,1,0
1,1,56,2,126531,1,1
0,0,37,1,111394,1,1
0,1,47,2,149545,1,1
0,0,34,1,149782,1,1
0,0,27,0,112470,1,1
0,0,30,0,133907,1,2
0,0,35,1,127849,1,1
0,0,31,0,160279,1,2
0,0,29,0,133436,1,1
0,0,50,1,138752,1,0
0,0,40,1,158197,2,1
0,0,46,1,157473,1,0
1,1,47,2,149306,1,0
0,0,41,1,139236,1,1
1,1,32,1,125890,1,2
1,1,25,1,124539,1,1
0,0,32,0,148566,2,2
0,0,46,1,150465,2,1
0,0,40,1,121448,1,2
0,0,32,0,129975,2,2
0,0,31,0,132950,1,2
0,0,34,1,147958,2,1
1,1,24,1,139896,1,2
1,1,66,3,133328,0,0
1,1,41,2,112700,0,0
0,1,36,1,162521,1,2
0,0,33,1,156794,1,1
1,1,28,1,154919,1,2
1,1,37,1,129058,1,0
0,0,35,1,113468,0,0
1,1,26,1,121423,0,0
0,0,32,0,121347,1,1
0,0,41,1,123043,1,1
0,0,22,0,128387,1,2
0,0,26,0,131122,1,0
0,0,33,1,115403,1,1
1,1,25,1,142438,1,2
0,0,55,1,159303,1,1
0,0,39,1,121313,1,1
1,1,59,2,162591,1,1
0,1,27,1,121747,1,2
1,1,31,1,119673,1,0
0,0,28,0,126060,1,2
1,1,26,1,114830,1,0
0,0,36,1,150158,2,2
0,0,52,1,136323,1,2
0,0,66,2,111858,0,0
0,0,37,1,123452,1,2
1,1,25,1,120723,1,1
0,0,25,0,136300,1,1
0,0,35,1,126054,0,0
0,0,40,1,144589,1,0
0,0,38,1,116723,1,1
0,0,27,0,139119,1,1
1,1,39,2,118610,1,2
0,1,51,2,149510,1,2
0,0,32,0,141922,1,2
1,1,22,1,120233,1,0
0,1,54,2,113024,1,1
0,0,54,1,118408,1,2
1,1,24,1,127250,1,0
0,0,65,2,120780,1,2
0,0,54,1,132367,1,2
0,0,46,1,134433,1,2
0,1,62,2,152367,1,1
0,1,24,1,129162,1,2
0,0,41,1,118742,1,0
0,1,35,1,157272,2,1
1,1,33,1,131492,1,0
0,0,36,1,128702,1,2
0,0,38,1,163451,1,1
0,0,44,1,144900,1,1
1,1,42,2,158405,1,0
0,0,63,2,138644,1,0
0,1,46,2,124824,1,2
0,0,29,0,132852,1,0
0,0,50,1,114853,1,0
0,0,47,1,130344,1,2
0,0,35,1,135090,1,0
0,0,59,2,120160,1,0
0,0,43,1,133105,1,0
0,1,33,1,117039,1,2
0,0,28,0,114429,1,0
1,1,29,1,128234,1,2
0,0,26,0,128580,1,2
1,1,35,1,118428,1,2
0,0,32,0,139477,0,0
1,1,20,1,131370,1,2
1,1,27,1,111567,1,2
0,0,42,1,125482,1,2
0,0,37,1,160642,1,2
0,0,46,1,127588,1,2
1,1,40,2,161194,1,1
0,0,36,1,137342,2,2
0,0,28,0,116848,1,1
0,0,27,0,125190,2,1
0,0,36,1,153441,1,0
0,0,36,1,118656,1,1
0,1,43,2,145313,1,1
1,1,53,2,117005,1,1
0,0,34,1,123243,1,1
0,0,43,1,147745,2,2
0,0,46,1,114254,1,1
0,0,34,1,151803,1,2
1,1,28,1,144448,2,1
1,1,35,1,150797,1,0
0,0,42,1,133373,1,2
0,0,43,1,119502,1,2
0,1,44,2,131619,1,0
0,0,36,1,130987,2,1
0,0,20,0,116582,2,2
0,1,27,1,129227,1,0
1,1,34,1,136975,1,1
1,1,25,1,111502,0,0
1,1,25,1,124750,1,1
0,1,28,1,146463,1,2
0,0,31,0,115075,1,0
0,0,32,0,126368,1,0
0,1,33,1,125535,1,2
0,0,39,1,153223,2,2
0,0,30,0,112151,1,1
0,0,58,2,124191,1,0
0,0,42,1,125516,1,2
0,0,30,0,154854,2,1
0,1,30,1,145800,2,0
0,0,42,1,162869,1,1
0,0,45,1,159757,2,2
1,1,46,2,121501,1,0
0,0,30,0,143082,1,2
0,0,38,1,147760,2,1
0,0,31,0,132991,1,1
0,0,49,1,122186,0,0
0,0,30,0,135894,1,2
0,1,47,2,132145,1,1
0,0,29,0,117272,1,2
0,0,35,1,137932,1,0
1,1,26,1,113299,1,2
0,1,29,1,154991,1,2
0,0,22,0,114584,1,2
0,0,43,1,135275,0,0
0,0,36,1,158769,1,1
1,1,33,1,120596,1,0
1,1,57,2,139641,0,0
1,1,64,3,134377,1,0
0,0,42,1,125804,1,2
0,1,25,1,117641,1,2
0,0,33,1,162827,2,2
0,0,26,0,159739,1,1
1,1,64,3,145174,1,0
0,0,30,0,151938,2,2
0,0,50,1,122830,1,1
0,1,40,1,161999,2,1
0,0,27,0,147968,1,1
1,1,63,2,134853,1,1
0,0,66,2,157576,2,2
0,0,60,2,136671,1,1
1,1,58,2,126710,1,1
0,0,64,2,122094,1,2
0,1,57,2,144197,1,2
0,1,51,2,133623,1,1
0,0,64,2,130492,1,2
0,0,68,2,135705,1,1
1,1,34,3,134377,1,2
0,1,44,2,146716,1,1
1,1,65,2,142193,0,1
1,1,65,3,145174,1,2
1,1,30,3,133328,0,2
0,0,63,2,129798,1,1
1,1,46,2,160678,1,2
0,1,54,2,149410,1,2
0,1,49,2,124658,1,2
1,1,64,2,153645,1,2
1,1,57,2,155062,1,2
0,0,62,2,124723,1,2
1,1,41,2,127752,1,2
1,1,51,2,157595,2,1
1,1,38,2,135534,1,2
1,1,43,2,147259,1,1
1,1,48,2,161116,1,1
0,0,61,2,139380,1,1
0,0,68,2,125903,1,2
1,1,62,2,163940,1,1
1,1,53,2,126847,1,1
1,1,47,2,161714,1,1
0,1,66,2,152527,1,1
1,1,57,2,125883,1,2
0,1,30,3,131242,1,2
0,1,43,2,159880,2,1
0,1,51,2,149653,1,1
1,1,61,2,134102,1,1
0,0,64,2,159378,2,2
0,0,59,2,136123,1,1
1,1,60,2,128271,1,1
0,0,63,2,122267,1,2
0,1,55,2,145781,1,2
0,1,50,2,135376,1,1
0,0,63,2,128469,1,2
0,0,67,2,135567,1,1
1,1,32,3,133235,1,2
1,1,28,3,130148,0,2
0,0,65,2,129838,1,1
1,1,48,2,157305,1,2
1,1,71,3,163654,1,1
0,0,49,1,122346,1,1
0,1,32,1,155540,2,1
0,0,45,1,127572,1,1
0,0,40,1,154031,2,1
0,0,38,1,123003,1,2
0,0,48,1,117721,1,1
0,0,32,1,137576,2,2
0,0,54,1,111274,1,1
0,0,57,1,125032,1,2
0,0,38,1,138011,2,1
0,0,40,1,144850,1,1
0,0,36,1,113405,2,2
0,0,47,1,137338,1,2
0,0,64,2,125119,0,2
0,0,42,1,159745,2,2
0,0,42,1,135493,1,2
0,0,52,1,159716,1,2
0,0,49,1,143886,0,1
0,0,42,1,130164,2,2
0,0,38,1,114476,1,1
0,0,50,1,126143,1,1
0,1,34,1,129654,2,2
0,0,43,1,123202,1,2
0,0,40,1,160524,1,1
0,0,56,2,126906,1,1
0,0,41,1,143994,2,2
0,1,30,1,123517,2,2
0,1,28,1,129055,1,2
0,0,64,2,136312,0,2
0,0,67,2,112486,1,2
0,0,37,1,152401,2,1
0,0,31,1,157453,2,1
0,0,32,1,142870,2,2
0,1,52,2,137231,1,2
0,0,36,1,145385,2,1
0,1,32,1,146519,2,1
0,0,51,1,126227,1,2
0,0,47,1,112227,2,1
0,1,46,2,149419,1,1
0,0,42,1,142305,1,2
0,1,36,1,130602,1,1
0,0,38,1,152864,1,2
0,0,39,1,135837,2,2
0,1,24,1,121757,0,2
0,0,36,1,149040,2,2
0,0,37,1,154196,2,2
0,1,45,2,135332,1,1
0,0,41,1,134200,2,2
0,0,38,1,115964,0,2
0,0,38,1,136871,0,1
0,1,53,2,159559,2,2
0,0,35,1,113878,1,2
0,1,22,1,116844,2,1
0,0,35,1,139844,2,2
0,0,42,1,156431,0,1
0,0,39,1,116137,0,1
0,0,31,1,143081,1,1
0,0,33,1,155870,2,2
0,0,61,2,145227,0,1
0,0,38,1,159500,2,2
0,0,48,1,159714,1,2
0,0,31,1,121852,0,1
0,0,52,1,141271,2,2
0,1,27,1,123213,1,2
0,0,40,1,143723,2,1
0,0,34,1,112538,0,1
0,0,30,1,154003,0,1
0,0,45,1,128052,1,2
0,0,32,1,114617,2,1
0,0,30,1,110929,1,1
0,0,37,1,111821,1,1
0,1,40,1,157231,1,1
0,0,44,1,126906,0,2
0,0,43,1,133243,1,2
0,0,51,1,112250,1,1
0,0,33,1,151421,1,2
0,1,30,1,113012,1,1
0,1,35,1,154585,2,2
0,0,40,1,144704,2,1
0,0,37,1,141632,2,2
0,0,37,1,124597,1,2
0,0,53,1,160164,2,1
0,0,34,1,151754,2,1
0,0,51,1,155551,1,1
0,0,51,1,126246,2,1
0,0,33,1,116261,1,2
0,1,32,1,117796,0,2
0,0,39,1,115363,1,1
0,0,37,1,140341,1,2
0,1,28,1,114503,1,1
0,0,36,1,151781,2,2
0,1,36,1,123133,1,2
0,0,35,1,118879,1,2
0,1,21,1,158683,1,1
0,0,45,1,135043,1,1
0,1,30,1,121038,1,2
0,0,52,1,151947,2,2
0,1,26,1,118820,1,1
0,0,43,1,121517,1,1
0,0,34,1,113572,1,1
0,1,22,1,131170,1,2
0,0,38,1,124554,0,1
0,1,29,1,115988,1,2
0,0,44,1,141493,1,2
0,0,38,1,154339,1,2
0,1,26,1,112369,0,1
0,0,53,1,158193,1,1
0,0,43,1,143734,1,1
0,0,33,1,121890,1,1
0,0,52,1,127609,0,1
0,1,26,1,120389,1,1
0,0,36,1,119804,1,1
0,0,57,2,154344,2,1
0,0,45,1,136129,1,1
0,0,40,1,151914,2,1
0,1,21,1,121473,1,1
0,0,46,1,127147,1,2
0,0,35,1,125387,1,2
0,1,31,1,139490,0,2
0,0,51,1,124990,1,2
0,0,48,1,155708,1,1
0,0,48,1,142345,1,2
0,0,68,2,148675,0,1
0,1,45,2,116484,1,2
0,0,35,1,150237,2,2
0,0,44,1,122292,0,1
0,0,52,1,159216,1,1
0,0,48,1,130082,1,2
0,0,33,1,139547,1,2
0,1,35,1,122895,1,1
0,1,64,2,154549,1,1
0,0,58,1,149315,0,2
0,1,24,1,118101,0,2
0,0,40,1,115831,0,2
0,0,49,1,118571,2,2
0,0,31,1,138906,1,2
0,0,49,1,121592,1,1
0,0,29,1,135605,0,1
0,0,37,1,114552,1,2
0,0,33,1,151339,2,1
0,0,35,1,118288,1,2
1,0,61,2,113290,0,0
1,0,56,2,139427,0,0
1,1,27,1,123411,1,1
1,1,22,1,137925,1,0
1,1,30,1,127299,1,1
1,1,26,1,123895,1,0
1,1,67,3,144843,1,0
1,1,28,1,115809,1,1
1,0,48,2,118749,0,0
1,1,32,1,139112,1,1
1,1,28,1,127262,1,0
1,1,24,1,122846,1,1
1,1,50,2,147603,1,0
1,1,58,2,139229,0,1
1,1,48,2,116235,0,0
1,1,40,1,124001,0,0
1,1,32,1,121428,1,0
1,1,23,1,129112,1,0
1,1,25,1,112785,1,1
1,1,46,2,136735,0,0
1,1,23,1,112728,1,1
1,1,22,1,131445,1,1
1,1,52,2,123194,1,0
1,1,23,1,112853,1,0
1,1,50,2,128233,1,1
1,1,36,1,133615,1,0
1,1,25,1,115833,1,1
1,1,30,1,118642,1,0
1,1,27,1,122649,1,1
1,0,31,1,143321,2,1
1,1,26,1,114977,1,0
1,1,36,1,147691,1,1
1,0,26,1,121377,1,0
1,1,27,1,116708,1,1
1,1,31,1,128495,1,0
1,0,21,1,124468,1,0
1,1,32,1,127071,1,0
1,1,67,3,135300,1,0
1,1,24,1,123994,1,0
1,1,71,3,133245,0,0
1,1,31,1,118594,1,1
1,1,36,1,129304,0,0
1,1,25,1,113118,1,0
1,0,41,1,133131,1,0
1,1,32,1,130870,1,1
1,1,29,1,125621,0,0
1,1,32,1,123983,1,0
1,0,42,2,113190,0,0
1,1,46,2,143489,1,1
1,0,30,1,139468,1,1
1,1,27,1,141502,1,1
1,1,26,1,116688,1,1
1,1,27,1,131542,2,1
1,0,25,1,136055,1,1
1,0,66,3,131001,1,0
1,1,43,2,137689,1,0
1,1,35,1,137705,1,1
1,0,26,1,115531,1,1
1,1,28,1,116763,1,1
1,0,45,2,126986,0,0
1,1,31,1,123257,1,0
1,0,35,1,137736,1,1
1,1,34,1,143319,1,0
1,1,65,2,135557,1,1
1,0,52,2,124196,0,0
1,1,29,1,119439,1,0
1,1,36,1,145231,1,1
1,1,27,1,145373,1,1
1,1,36,1,135896,2,1
1,0,57,2,113334,1,1
1,1,49,2,120207,1,0
1,1,54,2,125302,1,1
1,0,58,2,141993,0,0
1,1,25,1,121789,1,1
1,1,23,1,138967,1,0
1,1,20,1,115445,1,1
1,0,27,1,126268,1,1
1,1,23,1,123625,1,0
1,1,64,3,142280,1,0
1,0,28,1,111057,0,0
1,1,25,1,117758,1,1
1,0,49,2,118396,0,0
1,1,33,1,136260,1,1
1,1,28,1,123497,1,0
1,1,24,1,120326,1,1
1,1,46,2,153880,1,0
1,1,62,2,140178,0,1
1,1,49,2,122158,0,0
1,1,37,1,125359,0,0
1,0,31,1,124110,1,0
1,1,29,1,126745,1,0
1,1,26,1,116048,1,1
1,1,40,2,137115,0,0
1,1,28,1,133616,1,1
1,1,56,2,132752,1,0
1,0,41,1,113521,1,0
1,1,50,2,124777,1,1
1,1,33,1,133542,1,0
1,1,28,1,116492,1,1
1,1,27,1,124023,1,0
1,1,24,1,122492,1,1
1,0,28,1,141453,2,1
1,1,29,1,111992,1,0
1,1,37,1,145140,1,1
1,0,31,1,117971,1,0
1,1,32,1,111174,1,1
1,1,34,1,127255,1,0
1,0,23,1,115499,1,0
1,1,29,1,120157,1,0
1,1,67,3,128053,1,0
1,1,21,1,126009,1,0
1,1,67,3,128343,0,0
1,1,37,1,129027,0,0
1,1,27,1,115026,1,0
1,0,36,1,130323,1,0
1,1,31,1,138307,1,1
1,1,29,1,122564,0,0
1,1,34,1,125351,1,0
1,0,38,2,116816,0,0
1,1,20,1,113472,0,0
1,1,44,2,143343,1,1
1,0,33,1,138525,1,1
1,1,30,1,140673,1,1
0,0,31,0,113757,1,0
1,1,25,1,126041,1,0
0,0,44,1,113516,0,0
1,1,24,1,116473,0,0
1,0,50,1,119068,1,0
1,1,28,1,122973,0,0
0,0,51,1,124183,0,0
0,0,28,0,113212,1,0
1,1,23,1,114270,0,0
1,1,26,1,125538,1,0
0,0,41,1,120387,1,0
0,0,42,1,120946,1,0
1,1,41,1,128163,1,0
0,0,31,0,120719,1,0
0,0,35,1,124490,1,0
1,0,37,1,127206,1,0
1,0,35,1,112723,1,0
1,1,41,1,115892,1,0
1,1,30,1,121327,1,0
0,0,38,1,128100,1,0
0,1,33,1,112227,1,0
1,0,25,0,112924,1,0
1,0,50,1,112204,0,0
0,0,37,1,119602,0,0
1,1,29,1,121914,1,0
0,0,32,0,120354,1,0
1,1,35,1,122110,1,0
1,1,28,1,112521,1,0
1,1,25,1,112879,0,0
1,1,34,1,125372,0,0
1,0,36,1,124759,1,0
0,0,35,1,113187,0,0
1,1,32,1,124975,1,0
0,1,28,1,133582,1,0
0,0,31,0,117813,1,0
1,1,22,1,119902,1,0
1,1,35,1,125470,0,0
0,0,54,1,125517,1,0
1,0,49,1,122391,0,0
1,1,30,1,116399,1,0
1,1,34,1,123089,1,0
1,0,36,1,127926,0,0
1,0,36,1,119560,1,0
1,0,35,1,116176,0,0
0,0,29,0,111854,1,0
0,0,36,1,116027,1,0
1,1,32,1,123707,1,0
1,1,29,1,115832,1,0
1,1,23,1,113413,1,0
0,0,26,0,124783,1,0
0,1,41,1,112818,1,0
0,0,53,1,124902,1,0
0,0,32,0,128310,1,0
1,0,28,0,117710,1,0
1,0,50,1,113308,1,0
1,1,28,1,129327,1,0
0,1,34,1,112777,1,0
1,1,27,1,114775,1,0
1,1,25,1,124359,1,0
1,1,30,1,118677,1,0
0,0,43,1,116512,1,0
0,1,21,1,114756,0,0
1,1,26,1,127455,1,0
1,1,30,1,114430,1,0
0,0,33,0,113619,1,0
1,1,26,1,129022,1,0
0,0,46,1,113495,0,0
1,1,27,1,115934,0,0
1,0,52,1,113619,1,0
1,1,30,1,121399,0,0
0,0,53,1,121970,0,0
0,0,26,0,115451,1,0
1,1,21,1,113630,0,0
1,1,26,1,125880,1,0
1,0,40,1,122593,1,0
1,0,44,1,122180,1,0
1,1,42,1,130740,1,0
0,0,33,0,117308,1,0
0,0,33,1,112093,1,0
1,0,37,1,123893,1,0
0,0,39,1,124089,1,0
0,0,43,1,111563,1,0
1,0,34,1,114767,1,0
1,1,42,1,113275,1,0
1,1,32,1,120525,1,0
1,0,39,1,125543,1,0
0,1,35,1,112975,1,0
1,1,22,1,111600,1,0
0,0,39,1,118913,0,0
1,1,31,1,119167,1,0
0,0,33,0,118144,1,0
1,1,37,1,124548,1,0
1,0,31,1,113108,1,0
1,1,25,1,115566,0,0
1,1,34,1,125843,0,0
1,0,34,1,120863,1,0
1,0,35,1,113380,0,0
1,1,34,1,126334,1,0
1,1,28,1,130877,1,0
1,0,32,0,114588,1,0
1,1,21,1,120682,1,0
1,1,35,1,124447,0,0
0,0,54,1,128537,1,0
0,0,45,1,113414,1,0
1,0,47,1,123525,0,0
1,1,27,1,117744,1,0
